Phenotype Term Name	Phenotype Term ID	Disease Name	Disease ID	Chemical Inference Network	Gene Inference Network	References
DNA-binding transcription activator activity, RNA polymerase II-specific	GO:0001228	COVID-19	MESH:D000086382		PLSCR1	1
cellular sodium ion homeostasis	GO:0006883	COVID-19	MESH:D000086382		AGT	1
response to cAMP	GO:0051591	COVID-19	MESH:D000086382		BSG	1
response to calcium ion	GO:0051592	COVID-19	MESH:D000086382		IL6	4
calcium ion transport	GO:0006816	COVID-19	MESH:D000086382		CCL3	1
response to cyclosporin A	GO:1905237	COVID-19	MESH:D000086382		CCL2	1
response to 3,3',5-triiodo-L-thyronine	GO:1905242	COVID-19	MESH:D000086382		TNF	1
response to electrical stimulus	GO:0051602	COVID-19	MESH:D000086382		IL6	4
protein-containing complex	GO:0032991	COVID-19	MESH:D000086382		F8	1
endoplasmic reticulum localization	GO:0051643	COVID-19	MESH:D000086382		BSG	1
positive regulation of collagen biosynthetic process	GO:0032967	COVID-19	MESH:D000086382		CCL2	1
nucleus localization	GO:0051647	COVID-19	MESH:D000086382		BSG	1
negative regulation of collagen biosynthetic process	GO:0032966	COVID-19	MESH:D000086382		IL6	4
cellular oligosaccharide metabolic process	GO:0051691	COVID-19	MESH:D000086382		ABO	1
positive regulation of nitric-oxide synthase biosynthetic process	GO:0051770	COVID-19	MESH:D000086382		CCL2	1
glycosphingolipid metabolic process	GO:0006687	COVID-19	MESH:D000086382		UGCG	1
positive regulation of cell division	GO:0051781	COVID-19	MESH:D000086382		IL1B	1
negative regulation of mononuclear cell proliferation	GO:0032945	COVID-19	MESH:D000086382		CRP	1
positive regulation of hair follicle development	GO:0051798	COVID-19	MESH:D000086382		TNF	1
glucosylceramide biosynthetic process	GO:0006679	COVID-19	MESH:D000086382		UGCG	1
ovarian follicle rupture	GO:0001543	COVID-19	MESH:D000086382		AGT	1
sphingolipid metabolic process	GO:0006665	COVID-19	MESH:D000086382		UGCG	1
regulation of cell growth	GO:0001558	COVID-19	MESH:D000086382		AGT	1
blood vessel development	GO:0001568	COVID-19	MESH:D000086382		AGT	1
negative regulation of superoxide anion generation	GO:0032929	COVID-19	MESH:D000086382		CRP	1
phosphatidylserine biosynthetic process	GO:0006659	COVID-19	MESH:D000086382		PLSCR1	1
protein-containing complex binding	GO:0044877	COVID-19	MESH:D000086382		LZTFL1	2
positive regulation of stress-activated MAPK cascade	GO:0032874	COVID-19	MESH:D000086382		IL1B	1
cellular response to insulin stimulus	GO:0032869	COVID-19	MESH:D000086382		CCL2	1
glial cell migration	GO:0008347	COVID-19	MESH:D000086382		CCL2	1
cellular response to reactive oxygen species	GO:0034614	COVID-19	MESH:D000086382		BTK	1
positive regulation of cardiac muscle cell apoptotic process	GO:0010666	COVID-19	MESH:D000086382		AGT	1
positive regulation of natural killer cell proliferation	GO:0032819	COVID-19	MESH:D000086382		TYK2	1
platelet alpha granule lumen	GO:0031093	COVID-19	MESH:D000086382		F8	1
lead ion binding	GO:0032791	COVID-19	MESH:D000086382		PLSCR1	1
positive regulation of interleukin-21 production	GO:0032745	COVID-19	MESH:D000086382		IL6	4
positive regulation of interleukin-18 production	GO:0032741	COVID-19	MESH:D000086382		TNF	1
negative regulation of insulin receptor signaling pathway	GO:0046627	COVID-19	MESH:D000086382		IL1B	1
positive regulation of insulin receptor signaling pathway	GO:0046628	COVID-19	MESH:D000086382		AGT	1
positive regulation of alpha-beta T cell proliferation	GO:0046641	COVID-19	MESH:D000086382		CCR2	1
positive regulation of interleukin-10 production	GO:0032733	COVID-19	MESH:D000086382		IL6	4
negative regulation of protein kinase activity	GO:0006469	COVID-19	MESH:D000086382		IL6	4
response to arsenic-containing substance	GO:0046685	COVID-19	MESH:D000086382		IL1B	1
response to mercury ion	GO:0046689	COVID-19	MESH:D000086382		BSG	1
decidualization	GO:0046697	COVID-19	MESH:D000086382		BSG	1
positive regulation of dendritic spine development	GO:0060999	COVID-19	MESH:D000086382		IL2	1
positive regulation of granulocyte macrophage colony-stimulating factor production	GO:0032725	COVID-19	MESH:D000086382		IL1B	1
positive regulation of fractalkine production	GO:0032724	COVID-19	MESH:D000086382		TNF	1
positive regulation of membrane hyperpolarization	GO:1902632	COVID-19	MESH:D000086382		AGT	1
negative regulation of tumor necrosis factor production	GO:0032720	COVID-19	MESH:D000086382		IL10	2
positive regulation of RNA biosynthetic process	GO:1902680	COVID-19	MESH:D000086382		IL1B	1
negative regulation of interleukin-8 production	GO:0032717	COVID-19	MESH:D000086382		IL10	2
fucosyltransferase activity	GO:0008417	COVID-19	MESH:D000086382		FUT2	1
positive regulation of macrophage derived foam cell differentiation	GO:0010744	COVID-19	MESH:D000086382		AGT	1
negative regulation of macrophage derived foam cell differentiation	GO:0010745	COVID-19	MESH:D000086382		CRP	1
positive regulation of plasminogen activation	GO:0010756	COVID-19	MESH:D000086382		TNF	1
positive regulation of macrophage chemotaxis	GO:0010759	COVID-19	MESH:D000086382		CCL2	1
muscle cell cellular homeostasis	GO:0046716	COVID-19	MESH:D000086382		IL6	4
UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity	GO:0008499	COVID-19	MESH:D000086382		ABO	1
negative regulation of interleukin-18 production	GO:0032701	COVID-19	MESH:D000086382		IL10	2
negative regulation of interleukin-12 production	GO:0032695	COVID-19	MESH:D000086382		IL10	2
virion binding	GO:0046790	COVID-19	MESH:D000086382		CD209	1
negative regulation of interleukin-1 production	GO:0032692	COVID-19	MESH:D000086382		IL10	2
negative regulation of interferon-gamma production	GO:0032689	COVID-19	MESH:D000086382		IL10	2
negative regulation of interferon-alpha production	GO:0032687	COVID-19	MESH:D000086382		IL10	2
negative regulation of chemokine production	GO:0032682	COVID-19	MESH:D000086382		IL6	4
regulation of T cell chemotaxis	GO:0010819	COVID-19	MESH:D000086382		CXCL10	1
positive regulation of T cell chemotaxis	GO:0010820	COVID-19	MESH:D000086382		CCR2	1
negative regulation of glucose transmembrane transport	GO:0010829	COVID-19	MESH:D000086382		IL1B	1
positive regulation of myotube differentiation	GO:0010831	COVID-19	MESH:D000086382		ATP11A	1
regulation of interleukin-8 production	GO:0032677	COVID-19	MESH:D000086382		CRP	1
epidermis development	GO:0008544	COVID-19	MESH:D000086382		UGCG	1
interleukin-6 production	GO:0032635	COVID-19	MESH:D000086382		IL1B	1
positive regulation of cholesterol esterification	GO:0010873	COVID-19	MESH:D000086382		AGT	1
receptor-mediated virion attachment to host cell	GO:0046813	COVID-19	MESH:D000086382		ACE2	15
interleukin-1 beta production	GO:0032611	COVID-19	MESH:D000086382		IL1B	1
DNA dealkylation involved in DNA repair	GO:0006307	COVID-19	MESH:D000086382		AGT	1
positive regulation of calcineurin-NFAT signaling cascade	GO:0070886	COVID-19	MESH:D000086382		TNF	1
photoreceptor cell morphogenesis	GO:0008594	COVID-19	MESH:D000086382		BSG	1
bone remodeling	GO:0046849	COVID-19	MESH:D000086382		IL6	4
regulation of transmembrane transporter activity	GO:0022898	COVID-19	MESH:D000086382		ACE2	15
tertiary granule membrane	GO:0070821	COVID-19	MESH:D000086382		ATP11A	1
negative regulation of hormone secretion	GO:0046888	COVID-19	MESH:D000086382		IL6	4
response to progesterone	GO:0032570	COVID-19	MESH:D000086382		CCL2	1
response to retinoic acid	GO:0032526	COVID-19	MESH:D000086382		ABO	1
response to peptidoglycan	GO:0032494	COVID-19	MESH:D000086382		IL6	4
cAMP-dependent protein kinase regulator activity	GO:0008603	COVID-19	MESH:D000086382		CXCL10	1
response to cholesterol	GO:0070723	COVID-19	MESH:D000086382		CCL3	1
lysosome localization	GO:0032418	COVID-19	MESH:D000086382		TMEM106B	1
extrinsic apoptotic signaling pathway via death domain receptors	GO:0008625	COVID-19	MESH:D000086382		TNF	1
negative regulation of transcription by competitive promoter binding	GO:0010944	COVID-19	MESH:D000086382		MUC1	1
intrinsic apoptotic signaling pathway in response to DNA damage	GO:0008630	COVID-19	MESH:D000086382		TNF	1
negative regulation of endopeptidase activity	GO:0010951	COVID-19	MESH:D000086382		AGT	1
positive regulation of prostaglandin secretion	GO:0032308	COVID-19	MESH:D000086382		IL1B	1
negative regulation of neuron projection development	GO:0010977	COVID-19	MESH:D000086382		BCL11A	1
regulation of low-density lipoprotein particle clearance	GO:0010988	COVID-19	MESH:D000086382		CRP	1
cell-cell recognition	GO:0009988	COVID-19	MESH:D000086382		CD209	1
response to endoplasmic reticulum stress	GO:0034976	COVID-19	MESH:D000086382		CXCL8	1
regulation of signal transduction	GO:0009966	COVID-19	MESH:D000086382		UGCG	1
anterior/posterior pattern specification	GO:0009952	COVID-19	MESH:D000086382		BTK	1
lysosomal transport	GO:0007041	COVID-19	MESH:D000086382		TMEM106B	1
virion attachment to host cell	GO:0019062	COVID-19	MESH:D000086382		CD209	1
receptor-mediated endocytosis of virus by host cell	GO:0019065	COVID-19	MESH:D000086382		ACE2	15
phospholipid translocation	GO:0045332	COVID-19	MESH:D000086382		ATP11A	1
interleukin-1-mediated signaling pathway	GO:0070498	COVID-19	MESH:D000086382		IL1B	1
oligosaccharide binding	GO:0070492	COVID-19	MESH:D000086382		SELE	1
mercury ion binding	GO:0045340	COVID-19	MESH:D000086382		PLSCR1	1
monocyte aggregation	GO:0070487	COVID-19	MESH:D000086382		IL1B	1
negative regulation of MHC class II biosynthetic process	GO:0045347	COVID-19	MESH:D000086382		IL10	2
positive regulation of MHC class II biosynthetic process	GO:0045348	COVID-19	MESH:D000086382		IL10	2
uterine smooth muscle contraction	GO:0070471	COVID-19	MESH:D000086382		AGT	1
myeloid cell differentiation	GO:0030099	COVID-19	MESH:D000086382		PLSCR1	1
type 2 immune response	GO:0042092	COVID-19	MESH:D000086382		IL10	2
cellular response to cold	GO:0070417	COVID-19	MESH:D000086382		IL6	4
natural killer cell activation	GO:0030101	COVID-19	MESH:D000086382		IL2	1
vasopressin secretion	GO:0030103	COVID-19	MESH:D000086382		AGT	1
B cell proliferation	GO:0042100	COVID-19	MESH:D000086382		IL10	2
response to carbohydrate	GO:0009743	COVID-19	MESH:D000086382		IL1B	1
transport vesicle	GO:0030133	COVID-19	MESH:D000086382		HCK	1
COPII-coated ER to Golgi transport vesicle	GO:0030134	COVID-19	MESH:D000086382		F8	1
endocytic vesicle	GO:0030139	COVID-19	MESH:D000086382		CCL2	1
positive regulation of protein kinase C activity	GO:1900020	COVID-19	MESH:D000086382		AGT	1
B cell activation	GO:0042113	COVID-19	MESH:D000086382		BTK	1
monocyte activation	GO:0042117	COVID-19	MESH:D000086382		CCR2	1
endothelial cell activation	GO:0042118	COVID-19	MESH:D000086382		CXCL10	1
negative regulation of ERK1 and ERK2 cascade	GO:0070373	COVID-19	MESH:D000086382		ACE2	15
manganese ion binding	GO:0030145	COVID-19	MESH:D000086382		ABO	1
regulation of ERK1 and ERK2 cascade	GO:0070372	COVID-19	MESH:D000086382		IL1B	1
regulation of T cell proliferation	GO:0042129	COVID-19	MESH:D000086382		CD209	1
ERK1 and ERK2 cascade	GO:0070371	COVID-19	MESH:D000086382		AGT	1
low-density lipoprotein particle binding	GO:0030169	COVID-19	MESH:D000086382		CRP	1
filopodium	GO:0030175	COVID-19	MESH:D000086382		CRP	1
negative regulation of Wnt signaling pathway	GO:0030178	COVID-19	MESH:D000086382		BTK	1
positive regulation of microglial cell activation	GO:1903980	COVID-19	MESH:D000086382		CCL3	1
regulation of microglial cell activation	GO:1903978	COVID-19	MESH:D000086382		IL6	4
positive regulation of protein binding	GO:0032092	COVID-19	MESH:D000086382		CSF3	1
negative regulation of protein binding	GO:0032091	COVID-19	MESH:D000086382		PLSCR1	1
positive regulation of viral life cycle	GO:1903902	COVID-19	MESH:D000086382		CD209	1
antigen processing and presentation	GO:0019882	COVID-19	MESH:D000086382		CD209	1
antigen processing and presentation of exogenous peptide antigen via MHC class II	GO:0019886	COVID-19	MESH:D000086382		IL10	2
hyaluronan biosynthetic process	GO:0030213	COVID-19	MESH:D000086382		IL1B	1
keratinocyte differentiation	GO:0030216	COVID-19	MESH:D000086382		UGCG	1
peptide antigen transport	GO:0046968	COVID-19	MESH:D000086382		CD209	1
interleukin-28 receptor complex	GO:0032002	COVID-19	MESH:D000086382		IL10RB	1
aldosterone secretion	GO:0035932	COVID-19	MESH:D000086382		AGT	1
response to immobilization stress	GO:0035902	COVID-19	MESH:D000086382		IL1B	1
primary dendrite	GO:0150001	COVID-19	MESH:D000086382		CCR2	1
regulation of neuroinflammatory response	GO:0150077	COVID-19	MESH:D000086382		IL6	4
protein domain specific binding	GO:0019904	COVID-19	MESH:D000086382		IL1B	1
cytokine binding	GO:0019955	COVID-19	MESH:D000086382		CCR2	1
type I interferon binding	GO:0019962	COVID-19	MESH:D000086382		IFNAR2	1
interleukin-2 binding	GO:0019976	COVID-19	MESH:D000086382		IL2RA	2
response to nematode	GO:0009624	COVID-19	MESH:D000086382		ABO	1
negative regulation of dendrite extension	GO:1903860	COVID-19	MESH:D000086382		BCL11A	1
positive regulation of cell growth	GO:0030307	COVID-19	MESH:D000086382		IL2	1
negative regulation of cell growth	GO:0030308	COVID-19	MESH:D000086382		AGT	1
positive regulation of production of miRNAs involved in gene silencing by miRNA	GO:1903800	COVID-19	MESH:D000086382		IL6	4
positive regulation of renal sodium excretion	GO:0035815	COVID-19	MESH:D000086382		AGT	1
regulation of renal sodium excretion	GO:0035813	COVID-19	MESH:D000086382		AGT	1
flagellated sperm motility	GO:0030317	COVID-19	MESH:D000086382		LZTFL1	2
negative regulation of production of miRNAs involved in gene silencing by miRNA	GO:1903799	COVID-19	MESH:D000086382		TNF	1
negative regulation of adiponectin secretion	GO:0070164	COVID-19	MESH:D000086382		IL1B	1
positive regulation of I-kappaB phosphorylation	GO:1903721	COVID-19	MESH:D000086382		TNF	1
regulation of cell migration	GO:0030334	COVID-19	MESH:D000086382		CCR2	1
interleukin-6-mediated signaling pathway	GO:0070102	COVID-19	MESH:D000086382		IL6	4
chemokine (C-C motif) ligand 7 binding	GO:0035717	COVID-19	MESH:D000086382		CCR2	1
chemokine (C-C motif) ligand 12 binding	GO:0035716	COVID-19	MESH:D000086382		CCR2	1
chemokine (C-C motif) ligand 2 binding	GO:0035715	COVID-19	MESH:D000086382		CCR2	1
T-helper 17 cell chemotaxis	GO:0035705	COVID-19	MESH:D000086382		CCR2	1
L-fucose catabolic process	GO:0042355	COVID-19	MESH:D000086382		FUT2	1
regulation of glucagon secretion	GO:0070092	COVID-19	MESH:D000086382		IL6	4
paraspeckles	GO:0042382	COVID-19	MESH:D000086382		BCL11A	1
sarcolemma	GO:0042383	COVID-19	MESH:D000086382		BSG	1
glucagon secretion	GO:0070091	COVID-19	MESH:D000086382		IL6	4
extracellular exosome	GO:0070062	COVID-19	MESH:D000086382		MUC1	1
growth cone	GO:0030426	COVID-19	MESH:D000086382		CRP	1
peristalsis	GO:0030432	COVID-19	MESH:D000086382		AGT	1
positive regulation of sprouting angiogenesis	GO:1903672	COVID-19	MESH:D000086382		IL10	2
endopeptidase activity	GO:0004175	COVID-19	MESH:D000086382		ACE2	15
neuron cellular homeostasis	GO:0070050	COVID-19	MESH:D000086382		IL6	4
carboxypeptidase activity	GO:0004180	COVID-19	MESH:D000086382		ACE2	15
metallocarboxypeptidase activity	GO:0004181	COVID-19	MESH:D000086382		ACE2	15
monocyte extravasation	GO:0035696	COVID-19	MESH:D000086382		CCR2	1
helper T cell extravasation	GO:0035684	COVID-19	MESH:D000086382		CCL2	1
hormone metabolic process	GO:0042445	COVID-19	MESH:D000086382		AGT	1
response to stilbenoid	GO:0035634	COVID-19	MESH:D000086382		IL1B	1
chemokinesis	GO:0042466	COVID-19	MESH:D000086382		CCL2	1
melanosome	GO:0042470	COVID-19	MESH:D000086382		BSG	1
odontogenesis of dentin-containing tooth	GO:0042475	COVID-19	MESH:D000086382		BSG	1
oligosaccharide biosynthetic process	GO:0009312	COVID-19	MESH:D000086382		FUT2	1
negative regulation of bone mineralization	GO:0030502	COVID-19	MESH:D000086382		CCL3	1
negative regulation of gap junction assembly	GO:1903597	COVID-19	MESH:D000086382		IL1B	1
cornified envelope assembly	GO:1903575	COVID-19	MESH:D000086382		UGCG	1
negative regulation of protein localization to ciliary membrane	GO:1903568	COVID-19	MESH:D000086382		LZTFL1	2
negative regulation of protein localization to cilium	GO:1903565	COVID-19	MESH:D000086382		LZTFL1	2
regulation of astrocyte activation	GO:0061888	COVID-19	MESH:D000086382		IL6	4
antimicrobial humoral immune response mediated by antimicrobial peptide	GO:0061844	COVID-19	MESH:D000086382		CXCL10	1
specific granule membrane	GO:0035579	COVID-19	MESH:D000086382		ATP11A	1
negative regulation of myosin-light-chain-phosphatase activity	GO:0035509	COVID-19	MESH:D000086382		TNF	1
positive regulation of myosin light chain kinase activity	GO:0035505	COVID-19	MESH:D000086382		IL1B	1
negative regulation of lactation	GO:1903488	COVID-19	MESH:D000086382		TNF	1
regulation of blood vessel diameter	GO:0097746	COVID-19	MESH:D000086382		ACE2	15
response to caffeine	GO:0031000	COVID-19	MESH:D000086382		IL6	4
endocrine pancreas development	GO:0031018	COVID-19	MESH:D000086382		IL6	4
basolateral plasma membrane	GO:0016323	COVID-19	MESH:D000086382		BSG	1
lateral plasma membrane	GO:0016328	COVID-19	MESH:D000086382		BSG	1
leukocyte adhesion to vascular endothelial cell	GO:0061756	COVID-19	MESH:D000086382		CCR2	1
peptide antigen binding	GO:0042605	COVID-19	MESH:D000086382		CD209	1
CD4 receptor binding	GO:0042609	COVID-19	MESH:D000086382		PLSCR1	1
glycoprotein-fucosylgalactoside alpha-N-acetylgalactosaminyltransferase activity	GO:0004380	COVID-19	MESH:D000086382		ABO	1
fucosylgalactoside 3-alpha-galactosyltransferase activity	GO:0004381	COVID-19	MESH:D000086382		ABO	1
nuclear matrix	GO:0016363	COVID-19	MESH:D000086382		BCL11A	1
endocytic vesicle membrane	GO:0030666	COVID-19	MESH:D000086382		ACE2	15
negative regulation of bicellular tight junction assembly	GO:1903347	COVID-19	MESH:D000086382		TNF	1
positive regulation of oxidative stress-induced neuron death	GO:1903223	COVID-19	MESH:D000086382		TNF	1
negative regulation of hydrogen peroxide-induced neuron death	GO:1903208	COVID-19	MESH:D000086382		IL10	2
necroptotic signaling pathway	GO:0097527	COVID-19	MESH:D000086382		TNF	1
ectopic germ cell programmed cell death	GO:0035234	COVID-19	MESH:D000086382		IL1B	1
ovulation	GO:0030728	COVID-19	MESH:D000086382		IL1B	1
T follicular helper cell differentiation	GO:0061470	COVID-19	MESH:D000086382		IL6	4
social behavior	GO:0035176	COVID-19	MESH:D000086382		IL1B	1
establishment of skin barrier	GO:0061436	COVID-19	MESH:D000086382		UGCG	1
operant conditioning	GO:0035106	COVID-19	MESH:D000086382		AGT	1
positive regulation of protein localization to plasma membrane	GO:1903078	COVID-19	MESH:D000086382		TNF	1
protein processing	GO:0016485	COVID-19	MESH:D000086382		TMPRSS4	1
drinking behavior	GO:0042756	COVID-19	MESH:D000086382		AGT	1
oxidoreductase activity	GO:0016491	COVID-19	MESH:D000086382		F8	1
C-C chemokine receptor activity	GO:0016493	COVID-19	MESH:D000086382		CCR2	1
regulation of response to wounding	GO:1903034	COVID-19	MESH:D000086382		IL10	2
neutrophil clearance	GO:0097350	COVID-19	MESH:D000086382		CCR2	1
negative regulation of apoptotic signaling pathway	GO:2001234	COVID-19	MESH:D000086382		TNF	1
negative regulation of extrinsic apoptotic signaling pathway	GO:2001237	COVID-19	MESH:D000086382		IL7	1
positive regulation of extrinsic apoptotic signaling pathway	GO:2001238	COVID-19	MESH:D000086382		AGT	1
B cell adhesion	GO:0097323	COVID-19	MESH:D000086382		CD209	1
nuclease activity	GO:0004518	COVID-19	MESH:D000086382		PLSCR1	1
positive regulation of histone acetylation	GO:0035066	COVID-19	MESH:D000086382		IL1B	1
SWI/SNF complex	GO:0016514	COVID-19	MESH:D000086382		BCL11A	1
protein heterodimerization activity	GO:0046982	COVID-19	MESH:D000086382		BCL11A	1
signaling	GO:0023052	COVID-19	MESH:D000086382		CCL3	1
protein homodimerization activity	GO:0042803	COVID-19	MESH:D000086382		BCL11A	1
positive regulation of B cell apoptotic process	GO:0002904	COVID-19	MESH:D000086382		IL10	2
protein autoprocessing	GO:0016540	COVID-19	MESH:D000086382		TMPRSS2	3
negative regulation of B cell apoptotic process	GO:0002903	COVID-19	MESH:D000086382		IL2	1
granulocyte differentiation	GO:0030851	COVID-19	MESH:D000086382		CSF3	1
epithelial cell differentiation	GO:0030855	COVID-19	MESH:D000086382		MUC1	1
regulation of B cell apoptotic process	GO:0002902	COVID-19	MESH:D000086382		BTK	1
cortical cytoskeleton	GO:0030863	COVID-19	MESH:D000086382		SELE	1
cortical actin cytoskeleton organization	GO:0030866	COVID-19	MESH:D000086382		TNF	1
negative regulation of myeloid dendritic cell activation	GO:0030886	COVID-19	MESH:D000086382		IL10	2
cellular response to toxic substance	GO:0097237	COVID-19	MESH:D000086382		TNF	1
nuclear body	GO:0016604	COVID-19	MESH:D000086382		BCL11A	1
response to muscle activity involved in regulation of muscle adaptation	GO:0014873	COVID-19	MESH:D000086382		AGT	1
response to inactivity	GO:0014854	COVID-19	MESH:D000086382		IL10	2
positive regulation of vascular endothelial growth factor receptor signaling pathway	GO:0030949	COVID-19	MESH:D000086382		IL1B	1
positive regulation of chronic inflammatory response to antigenic stimulus	GO:0002876	COVID-19	MESH:D000086382		TNF	1
negative regulation of chronic inflammatory response to antigenic stimulus	GO:0002875	COVID-19	MESH:D000086382		IL10	2
positive regulation of protein tyrosine kinase activity	GO:0061098	COVID-19	MESH:D000086382		AGT	1
negative regulation of inflammatory response to antigenic stimulus	GO:0002862	COVID-19	MESH:D000086382		HCK	1
intrinsic apoptotic signaling pathway	GO:0097193	COVID-19	MESH:D000086382		PLSCR1	1
DNA binding	GO:0003677	COVID-19	MESH:D000086382		PLSCR1	1
chromatin binding	GO:0003682	COVID-19	MESH:D000086382		ABO	1
artery smooth muscle contraction	GO:0014824	COVID-19	MESH:D000086382		AGT	1
extrinsic apoptotic signaling pathway	GO:0097191	COVID-19	MESH:D000086382		TNF	1
release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	GO:0014808	COVID-19	MESH:D000086382		CCL3	1
collagen-containing extracellular matrix	GO:0062023	COVID-19	MESH:D000086382		PLSCR1	1
smooth muscle adaptation	GO:0014805	COVID-19	MESH:D000086382		IL1B	1
negative regulation of type 2 immune response	GO:0002829	COVID-19	MESH:D000086382		CCR2	1
negative regulation of T-helper 1 type immune response	GO:0002826	COVID-19	MESH:D000086382		IL10	2
positive regulation of T cell migration	GO:2000406	COVID-19	MESH:D000086382		CXCL10	1
endothelial tube morphogenesis	GO:0061154	COVID-19	MESH:D000086382		BSG	1
positive regulation of thymocyte migration	GO:2000412	COVID-19	MESH:D000086382		CCR2	1
positive regulation of apoptotic cell clearance	GO:2000427	COVID-19	MESH:D000086382		CCL2	1
positive regulation of monocyte extravasation	GO:2000439	COVID-19	MESH:D000086382		CCR2	1
positive regulation of CD8-positive, alpha-beta T cell extravasation	GO:2000451	COVID-19	MESH:D000086382		CCR2	1
positive regulation of astrocyte chemotaxis	GO:2000464	COVID-19	MESH:D000086382		CCR2	1
transcription corepressor activity	GO:0003714	COVID-19	MESH:D000086382		BCL11A	1
positive regulation of hematopoietic stem cell migration	GO:2000473	COVID-19	MESH:D000086382		CCR2	1
innate immune response-activating signal transduction	GO:0002758	COVID-19	MESH:D000086382		HCK	1
immune response-activating signal transduction	GO:0002757	COVID-19	MESH:D000086382		IL10RB	1
MyD88-dependent toll-like receptor signaling pathway	GO:0002755	COVID-19	MESH:D000086382		BTK	1
regulation of T cell cytokine production	GO:0002724	COVID-19	MESH:D000086382		CCR2	1
negative regulation of natural killer cell chemotaxis	GO:2000502	COVID-19	MESH:D000086382		CCL2	1
positive regulation of natural killer cell chemotaxis	GO:2000503	COVID-19	MESH:D000086382		CCL3	1
regulation of entry of bacterium into host cell	GO:2000535	COVID-19	MESH:D000086382		CXCL8	1
regulation of B cell cytokine production	GO:0002721	COVID-19	MESH:D000086382		BTK	1
positive regulation of T-helper 2 cell cytokine production	GO:2000553	COVID-19	MESH:D000086382		IL6	4
positive regulation of T cell mediated immunity	GO:0002711	COVID-19	MESH:D000086382		IL1B	1
positive regulation of DNA biosynthetic process	GO:2000573	COVID-19	MESH:D000086382		TNF	1
antigen binding	GO:0003823	COVID-19	MESH:D000086382		ABO	1
tryptophan transport	GO:0015827	COVID-19	MESH:D000086382		ACE2	15
cell growth involved in cardiac muscle cell development	GO:0061049	COVID-19	MESH:D000086382		AGT	1
negative regulation of primary miRNA processing	GO:2000635	COVID-19	MESH:D000086382		IL6	4
methylated-DNA-[protein]-cysteine S-methyltransferase activity	GO:0003908	COVID-19	MESH:D000086382		AGT	1
negative regulation of interleukin-1-mediated signaling pathway	GO:2000660	COVID-19	MESH:D000086382		IL6	4
positive regulation of type B pancreatic cell apoptotic process	GO:2000676	COVID-19	MESH:D000086382		IL6	4
negative regulation of branching involved in lung morphogenesis	GO:0061048	COVID-19	MESH:D000086382		TNF	1
negative regulation of vascular wound healing	GO:0061044	COVID-19	MESH:D000086382		TNF	1
membrane fusion	GO:0061025	COVID-19	MESH:D000086382		ACE2	15
positive regulation of acute inflammatory response	GO:0002675	COVID-19	MESH:D000086382		IL6	4
positive regulation of transcription from RNA polymerase II promoter in response to stress	GO:0036003	COVID-19	MESH:D000086382		MUC1	1
cellular response to macrophage colony-stimulating factor stimulus	GO:0036006	COVID-19	MESH:D000086382		CCL2	1
regulation of T cell tolerance induction	GO:0002664	COVID-19	MESH:D000086382		IL2RA	2
regulation of immunoglobulin production	GO:0002637	COVID-19	MESH:D000086382		TNF	1
vascular endothelial growth factor receptor signaling pathway	GO:0048010	COVID-19	MESH:D000086382		CCL2	1
receptor ligand activity	GO:0048018	COVID-19	MESH:D000086382		AGT	1
fucosylation	GO:0036065	COVID-19	MESH:D000086382		FUT2	1
histamine secretion by mast cell	GO:0002553	COVID-19	MESH:D000086382		BTK	1
chronic inflammatory response	GO:0002544	COVID-19	MESH:D000086382		CCL2	1
production of molecular mediator involved in inflammatory response	GO:0002532	COVID-19	MESH:D000086382		TNF	1
negative regulation of sensory perception of pain	GO:1904057	COVID-19	MESH:D000086382		IL10	2
dendritic cell antigen processing and presentation	GO:0002468	COVID-19	MESH:D000086382		CD209	1
neutrophil mediated immunity	GO:0002446	COVID-19	MESH:D000086382		IL6	4
cellular response to platelet-derived growth factor stimulus	GO:0036120	COVID-19	MESH:D000086382		CCL2	1
dendritic cell chemotaxis	GO:0002407	COVID-19	MESH:D000086382		CCR2	1
hepatic immune response	GO:0002384	COVID-19	MESH:D000086382		IL6	4
leukocyte activation involved in immune response	GO:0002366	COVID-19	MESH:D000086382		IL2	1
T cell lineage commitment	GO:0002360	COVID-19	MESH:D000086382		IL7	1
fibroblast proliferation	GO:0048144	COVID-19	MESH:D000086382		AGT	1
calcium-dependent protein kinase C activity	GO:0004698	COVID-19	MESH:D000086382		CCL3	1
B cell affinity maturation	GO:0002344	COVID-19	MESH:D000086382		BTK	1
negative regulation of membrane protein ectodomain proteolysis	GO:0051045	COVID-19	MESH:D000086382		IL10	2
regulation of DNA-binding transcription factor activity	GO:0051090	COVID-19	MESH:D000086382		HCK	1
germinal center B cell differentiation	GO:0002314	COVID-19	MESH:D000086382		IL6	4
myeloid cell homeostasis	GO:0002262	COVID-19	MESH:D000086382		IL6	4
wound healing involved in inflammatory response	GO:0002246	COVID-19	MESH:D000086382		CCR2	1
transferase activity, transferring hexosyl groups	GO:0016758	COVID-19	MESH:D000086382		ABO	1
negative regulation of amyloid-beta clearance	GO:1900222	COVID-19	MESH:D000086382		TNF	1
ATPase binding	GO:0051117	COVID-19	MESH:D000086382		TMEM106B	1
